Fund Name,AUM,5 Year return,Logo URL
Nippon India Nifty G Sec Sep 2027 Maturity Index Fund Direct Growth,406.4879,NA,https://assets-netstorage.groww.in/mf-assets/logos/reliance_groww.png
Quantum Dynamic Bond Fund Direct Growth,118.0869,6.51,https://assets-netstorage.groww.in/mf-assets/logos/quantum_groww.png
Invesco India Banking and PSU Fund Direct Growth,196.1204,5.87,https://assets-netstorage.groww.in/mf-assets/logos/invesco_groww.png
Invesco India Equity Savings Fund Direct Growth,458.5569,10.89,https://assets-netstorage.groww.in/mf-assets/logos/invesco_groww.png
UTI Gilt Fund with 10 year Constant Duration Direct Growth,145.5141,NA,https://assets-netstorage.groww.in/mf-assets/logos/uti_groww.png
Mirae Asset Dynamic Bond Fund Direct Growth,120.7316,5.73,https://assets-netstorage.groww.in/mf-assets/logos/mirae_groww.png
Mahindra Manulife Balanced Advantage Fund Direct Growth,907.2618,NA,https://assets-netstorage.groww.in/mf-assets/logos/mahindra_groww.png
Samco Overnight Fund Direct Growth,44.9716,NA,https://assets-netstorage.groww.in/mf-assets/logos/samco_groww.png
Bandhan CRISIL IBX 10:90 Gilt + SDL Index Dec 2029 Fund Direct Growth,7.3948,NA,https://assets-netstorage.groww.in/mf-assets/logos/idfc_groww.png
Union Income Plus Arbitrage Active FoF Direct Growth,166.0926,NA,https://assets-netstorage.groww.in/mf-assets/logos/union_groww.png
Bank of India Balanced Advantage Fund Direct Growth,138.658,11.95,https://assets-netstorage.groww.in/mf-assets/logos/boi_groww.png
Invesco India Short Duration Fund Direct Growth,804.3955,6.26,https://assets-netstorage.groww.in/mf-assets/logos/invesco_groww.png
Shriram Aggressive Hybrid Fund Direct Growth,47.5335,14.6,https://assets-netstorage.groww.in/mf-assets/logos/shriram_groww.png
HSBC Overnight Fund Direct Growth,3358.9804,5.3,https://assets-netstorage.groww.in/mf-assets/logos/hsbc_groww.png
ICICI Prudential Retirement Fund Hybrid Conservative Plan Direct Growth,82.27558761,10.52,https://assets-netstorage.groww.in/mf-assets/logos/icici_groww.png
Samco Arbitrage Fund Direct Growth,23.8946,NA,https://assets-netstorage.groww.in/mf-assets/logos/samco_groww.png
Axis CRISIL IBX AAA Bond NBFC HFC Jun 2027 Index Fund Direct Growth,45.8488,NA,https://assets-netstorage.groww.in/mf-assets/logos/axis_groww.png
Aditya Birla Sun Life Multi Index FoF Direct Growth,19.0098,NA,https://assets-netstorage.groww.in/mf-assets/logos/birla_groww.png
Kotak Bond Fund Direct Growth,2061.0644,6.51,https://assets-netstorage.groww.in/mf-assets/logos/kotak_groww.png
Bandhan Low Duration Fund Direct Growth,6608.4393,6.0,https://assets-netstorage.groww.in/mf-assets/logos/idfc_groww.png
Bandhan Overnight Fund Direct Growth,899.3958,5.29,https://assets-netstorage.groww.in/mf-assets/logos/idfc_groww.png
Axis Floater Fund Direct Growth,128.31090013,NA,https://assets-netstorage.groww.in/mf-assets/logos/axis_groww.png
HDFC NIFTY SDL Plus G Sec Jun 2027 40:60 Index Fund Direct Growth,49.0553,NA,https://assets-netstorage.groww.in/mf-assets/logos/hdfc_groww.png
Franklin India Long Duration Fund Direct Growth,38.22550852,NA,https://assets-netstorage.groww.in/mf-assets/logos/franklin_groww.png
Invesco India Ultra Short Duration Fund Direct Growth,1329.741,6.06,https://assets-netstorage.groww.in/mf-assets/logos/invesco_groww.png
Invesco India Balanced Advantage Fund Direct Growth,1044.7414,13.86,https://assets-netstorage.groww.in/mf-assets/logos/invesco_groww.png
WhiteOak Capital Liquid Fund Direct Growth,577.8569,5.52,https://assets-netstorage.groww.in/mf-assets/logos/whiteoak_groww.png
HSBC Income Plus Arbitrage Active FoF Direct Growth,611.7764,7.03,https://assets-netstorage.groww.in/mf-assets/logos/hsbc_groww.png
360 ONE Liquid Fund Direct Growth,910.29352494,5.51,https://assets-netstorage.groww.in/mf-assets/logos/iifl_groww.png
Union Aggressive Hybrid Fund Direct Growth,647.9595,NA,https://assets-netstorage.groww.in/mf-assets/logos/union_groww.png
Kotak CRISIL IBX AAA Bond Financial Services Index Dec 2026 Fund Direct Growth,34.9091,NA,https://assets-netstorage.groww.in/mf-assets/logos/kotak_groww.png
Axis CRISIL IBX AAA Bond Financial Services Sep 2027 Index Fund Direct Growth,44.126701,NA,https://assets-netstorage.groww.in/mf-assets/logos/axis_groww.png
Union Balanced Advantage Fund Direct Growth,1351.29700643,12.21,https://assets-netstorage.groww.in/mf-assets/logos/union_groww.png
LIC MF Arbitrage Fund Direct Growth,210.7379,5.99,https://assets-netstorage.groww.in/mf-assets/logos/lic_groww.png
Edelweiss NIFTY PSU Bond Plus SDL Apr 2027 50:50 Index Direct Growth,2297.6828,NA,https://assets-netstorage.groww.in/mf-assets/logos/edelweiss_groww.png
Edelweiss NIFTY PSU Bond Plus SDL Apr 2027 50:50 Index Direct Growth,2297.6828,NA,https://assets-netstorage.groww.in/mf-assets/logos/edelweiss_groww.png
PGIM India Corporate Bond Direct Plan Growth,88.1966,6.63,https://assets-netstorage.groww.in/mf-assets/logos/dhfl_groww.png
UTI Low Duration Fund Direct Growth,3124.7877,7.2,https://assets-netstorage.groww.in/mf-assets/logos/uti_groww.png
Shriram Overnight Fund Direct Growth,175.9877,NA,https://assets-netstorage.groww.in/mf-assets/logos/shriram_groww.png
DSP CRISIL IBX 50:50 Gilt Plus SDL April 2033 Index Fund Direct Growth,370.8112,NA,https://assets-netstorage.groww.in/mf-assets/logos/dsp_groww.png
Aditya Birla Sun Life Aggressive Hybrid Omni FoF Direct Growth,37.4179,14.94,https://assets-netstorage.groww.in/mf-assets/logos/birla_groww.png
Invesco India Low Duration Fund Direct Growth,1939.9853,6.07,https://assets-netstorage.groww.in/mf-assets/logos/invesco_groww.png
Union Equity Savings Fund Direct Growth,150.20140067,8.83,https://assets-netstorage.groww.in/mf-assets/logos/union_groww.png
UTI Floater Fund Direct Growth,1542.331,6.1,https://assets-netstorage.groww.in/mf-assets/logos/uti_groww.png
Edelweiss CRISIL IBX 50:50 Gilt Plus SDL Sep 2028 Index Fund Direct Growth,150.7092,NA,https://assets-netstorage.groww.in/mf-assets/logos/edelweiss_groww.png
Aditya Birla Sun Life Financial Planning FoF Aggressive Plan Direct Growth,225.0396,18.04,https://assets-netstorage.groww.in/mf-assets/logos/birla_groww.png
HSBC Aggressive Hybrid Active FoF Direct Growth,41.0214,17.93,https://assets-netstorage.groww.in/mf-assets/logos/hsbc_groww.png
Aditya Birla Sun Life Financial Planning FoF Conservative Plan Direct Growth,15.9616,11.51,https://assets-netstorage.groww.in/mf-assets/logos/birla_groww.png
Baroda BNP Paribas Overnight Fund Direct Growth,741.6704,5.13,https://assets-netstorage.groww.in/mf-assets/logos/barodabnpparibasmutualfund_groww.png
Invesco India Money Market Fund Direct Growth,5666.6315,5.99,https://assets-netstorage.groww.in/mf-assets/logos/invesco_groww.png
Franklin India Equity Savings Fund Direct Growth,657.9405824,11.42,https://assets-netstorage.groww.in/mf-assets/logos/franklin_groww.png
Bandhan CRISIL IBX 90:10 SDL Plus Gilt April 2032 Index Fund Direct Growth,563.1427,NA,https://assets-netstorage.groww.in/mf-assets/logos/idfc_groww.png
Union Short Duration Fund Direct Growth,510.9927,NA,https://assets-netstorage.groww.in/mf-assets/logos/union_groww.png
DSP 10Y G Sec Fund Direct Growth,56.7935,5.14,https://assets-netstorage.groww.in/mf-assets/logos/dsp_groww.png
Mirae Asset Corporate Bond Fund Direct Growth,44.161,NA,https://assets-netstorage.groww.in/mf-assets/logos/mirae_groww.png
HDFC Nifty G Sec Jun 2027 Index Direct Growth,751.156,NA,https://assets-netstorage.groww.in/mf-assets/logos/hdfc_groww.png
Tata Retirement Savings Fund Conservative Plan Direct Growth,175.12483196,8.74,https://assets-netstorage.groww.in/mf-assets/logos/tata_groww.png
Axis Retirement Fund Conservative Plan Direct Growth,54.9053,10.45,https://assets-netstorage.groww.in/mf-assets/logos/axis_groww.png
Sundaram Money Market Fund Direct Growth,2383.95649486,5.94,https://assets-netstorage.groww.in/mf-assets/logos/sundaram_groww.png
Aditya Birla Sun Life Retirement Fund The 50s Plan Direct Growth,26.3779,7.0,https://assets-netstorage.groww.in/mf-assets/logos/birla_groww.png
Union Overnight Fund Direct Growth,445.3404,5.28,https://assets-netstorage.groww.in/mf-assets/logos/union_groww.png
Baroda BNP Paribas Income Plus Arbitrage Active FoF Direct Growth,99.6753,NA,https://assets-netstorage.groww.in/mf-assets/logos/barodabnpparibasmutualfund_groww.png
Aditya Birla Sun Life Asset Allocator FoF Direct Growth,227.2884,16.72,https://assets-netstorage.groww.in/mf-assets/logos/birla_groww.png
Canara Robeco Corporate Bond Fund Direct Growth,114.7904,5.97,https://assets-netstorage.groww.in/mf-assets/logos/canara_groww.png
Mahindra Manulife Equity Savings Fund Direct Growth,546.7888,13.61,https://assets-netstorage.groww.in/mf-assets/logos/mahindra_groww.png
ITI Balanced Advantage Fund Direct Growth,393.99900111,13.29,https://assets-netstorage.groww.in/mf-assets/logos/iti_groww.png
ICICI Prudential Nifty SDL Sep 2027 Index Fund Direct Growth,1652.56619465,NA,https://assets-netstorage.groww.in/mf-assets/logos/icici_groww.png
Baroda BNP Paribas Nifty SDL December 2026 Index Fund Direct Growth,189.8175,NA,https://assets-netstorage.groww.in/mf-assets/logos/barodabnpparibasmutualfund_groww.png
UTI Long Duration Fund Direct Growth,122.8715,NA,https://assets-netstorage.groww.in/mf-assets/logos/uti_groww.png
Baroda BNP Paribas Dynamic Bond Plan Direct Growth,215.1361,6.37,https://assets-netstorage.groww.in/mf-assets/logos/barodabnpparibasmutualfund_groww.png
Baroda BNP Paribas Equity Savings Fund Direct Growth,268.51275733,9.52,https://assets-netstorage.groww.in/mf-assets/logos/baroda_groww.png
Nippon India Gilt Fund Direct Defined Maturity Date Growth,1869.3968,5.89,https://assets-netstorage.groww.in/mf-assets/logos/reliance_groww.png
TRUSTMF Liquid Fund Direct Growth,851.45603756,NA,https://assets-netstorage.groww.in/mf-assets/logos/trust_groww.png
Mirae Asset Banking and PSU Fund Direct Growth,48.0703,6.06,https://assets-netstorage.groww.in/mf-assets/logos/mirae_groww.png
DSP Nifty SDL Plus G Sec Sep 2027 50:50 Index Fund Direct Growth,86.6772,NA,https://assets-netstorage.groww.in/mf-assets/logos/dsp_groww.png
Axis CRISIL IBX 50:50 Gilt Plus SDL Jun 2028 Index Fund Direct Growth,71.1913,NA,https://assets-netstorage.groww.in/mf-assets/logos/axis_groww.png
Baroda BNP Paribas Conservative Hybrid Fund Direct Growth,812.901,9.31,https://assets-netstorage.groww.in/mf-assets/logos/barodabnpparibasmutualfund_groww.png
Bandhan Asset Allocation Conservative Direct Growth,6.3203,8.53,https://assets-netstorage.groww.in/mf-assets/logos/idfc_groww.png
PGIM India Arbitrage Fund Direct Growth,107.4171,5.98,https://assets-netstorage.groww.in/mf-assets/logos/dhfl_groww.png
Tata Nifty G Sec Dec 2026 Index Fund Direct Growth,93.53865746,NA,https://assets-netstorage.groww.in/mf-assets/logos/tata_groww.png
UTI Nifty SDL Plus AAA PSU Bond Apr 2026 75:25 Index Fund Direct Growth,169.7205,NA,https://assets-netstorage.groww.in/mf-assets/logos/uti_groww.png
DSP Low Duration Fund Direct Growth,5821.4799,6.1,https://assets-netstorage.groww.in/mf-assets/logos/dsp_groww.png
TRUSTMF Overnight Fund Direct Growth,62.39140517,NA,https://assets-netstorage.groww.in/mf-assets/logos/trust_groww.png
Franklin India Low Duration Fund Direct Growth,365.55314485,NA,https://assets-netstorage.groww.in/mf-assets/logos/franklin_groww.png
UTI Medium Duration Fund Direct Growth,40.3969,6.68,https://assets-netstorage.groww.in/mf-assets/logos/uti_groww.png
Invesco India Medium Duration Fund Direct Growth,173.0661,NA,https://assets-netstorage.groww.in/mf-assets/logos/invesco_groww.png
HDFC Nifty SDL Oct 2026 Index Fund Direct Growth,199.8045,NA,https://assets-netstorage.groww.in/mf-assets/logos/hdfc_groww.png
ITI Ultra Short Duration Fund Direct Growth,170.3816,NA,https://assets-netstorage.groww.in/mf-assets/logos/iti_groww.png
Canara Robeco Income Direct Growth,124.9474,5.78,https://assets-netstorage.groww.in/mf-assets/logos/canara_groww.png
PGIM India Gilt Direct Plan Growth,106.5726,6.23,https://assets-netstorage.groww.in/mf-assets/logos/dhfl_groww.png
PGIM India Equity Savings Fund Direct Growth,72.2811,9.59,https://assets-netstorage.groww.in/mf-assets/logos/dhfl_groww.png
Invesco India Overnight Fund Direct Growth,318.5932,5.28,https://assets-netstorage.groww.in/mf-assets/logos/invesco_groww.png
Union Corporate Bond Fund Direct Growth,524.7399,6.07,https://assets-netstorage.groww.in/mf-assets/logos/union_groww.png
ICICI Prudential Nifty SDL Sep 2026 Index Fund Direct Growth,259.56286503,NA,https://assets-netstorage.groww.in/mf-assets/logos/icici_groww.png
Mirae Asset Nifty SDL June 2028 Index Fund Direct Growth,71.2897,NA,https://assets-netstorage.groww.in/mf-assets/logos/mirae_groww.png
Bandhan Crisil IBX Gilt April 2026 Index Fund Direct Growth,408.3537,NA,https://assets-netstorage.groww.in/mf-assets/logos/idfc_groww.png
Nippon India Nifty SDL Plus G Sec Jun 2029 Maturity 70:30 Index Fund Direct Growth,320.914,NA,https://assets-netstorage.groww.in/mf-assets/logos/reliance_groww.png
DSP Savings Fund Direct Plan Growth,5609.2862,5.95,https://assets-netstorage.groww.in/mf-assets/logos/dsp_groww.png
Sundaram Banking & PSU Fund Direct Growth,470.51053605,5.77,https://assets-netstorage.groww.in/mf-assets/logos/sundaram_groww.png
Mahindra Manulife Arbitrage Fund Direct Growth,98.3529,5.31,https://assets-netstorage.groww.in/mf-assets/logos/mahindra_groww.png
Mirae Asset Nifty AAA PSU Bond Plus SDL Apr 2026 50:50 Index Fund Direct Growth,83.4862,NA,https://assets-netstorage.groww.in/mf-assets/logos/mirae_groww.png
Nippon India Nifty SDL Plus G Sec Jun 2028 Maturity 70:30 Index Fund Direct Growth,353.5999,NA,https://assets-netstorage.groww.in/mf-assets/logos/reliance_groww.png
Kotak Nifty SDL Jul 2033 Index Fund Direct Growth,191.5592,NA,https://assets-netstorage.groww.in/mf-assets/logos/kotak_groww.png
Axis CRISIL IBX 50:50 Gilt Plus SDL September 2027 Index Fund Direct Growth,34.303002,NA,https://assets-netstorage.groww.in/mf-assets/logos/axis_groww.png
Bandhan Income Plus Arbitrage FoF Direct Growth,1240.157,6.08,https://assets-netstorage.groww.in/mf-assets/logos/idfc_groww.png
Canara Robeco Savings Fund Direct Growth,1597.1129,5.97,https://assets-netstorage.groww.in/mf-assets/logos/canara_groww.png
Canara Robeco Overnight Fund Direct Growth,265.2016,5.23,https://assets-netstorage.groww.in/mf-assets/logos/canara_groww.png
Union Arbitrage Fund Direct Growth,317.1308,6.01,https://assets-netstorage.groww.in/mf-assets/logos/union_groww.png
ICICI Prudential Nifty SDL Dec 2028 Index Fund Direct Growth,893.16339009,NA,https://assets-netstorage.groww.in/mf-assets/logos/icici_groww.png
LIC MF Equity Savings Fund Direct Growth,28.4324,11.07,https://assets-netstorage.groww.in/mf-assets/logos/lic_groww.png
Bandhan Asset Allocation Aggressive Direct Plan Growth,19.224,15.18,https://assets-netstorage.groww.in/mf-assets/logos/idfc_groww.png
JM Medium to Long Duration Fund Direct Growth,31.1354608,5.49,https://assets-netstorage.groww.in/mf-assets/logos/jm_groww.png
Aditya Birla Sun Life Income Fund Direct Growth,2010.89030744,6.24,https://assets-netstorage.groww.in/mf-assets/logos/birla_groww.png
HSBC Ultra Short Duration Fund Direct Growth,2931.5728,5.97,https://assets-netstorage.groww.in/mf-assets/logos/hsbc_groww.png
Aditya Birla Sun Life CRISIL IBX 60:40 SDL+AAA PSU Apr 2027 Index Fund Direct Growth,1529.2674,NA,https://assets-netstorage.groww.in/mf-assets/logos/birla_groww.png
Canara Robeco Short Duration Fund Direct Growth,475.9825,5.99,https://assets-netstorage.groww.in/mf-assets/logos/canara_groww.png
Bandhan CRISIL IBX Gilt April 2028 Index Fund Direct Growth,4296.9919,NA,https://assets-netstorage.groww.in/mf-assets/logos/idfc_groww.png
Aditya Birla Sun Life CRISIL IBX 50:50 Gilt Plus SDL Apr 2028 Index Fund Direct Growth,358.0703,NA,https://assets-netstorage.groww.in/mf-assets/logos/birla_groww.png
PGIM India Money Market Fund Direct Growth,220.3173,6.13,https://assets-netstorage.groww.in/mf-assets/logos/dhfl_groww.png
DSP Nifty SDL Plus G Sec Jun 2028 30:70 Index Fund Direct Growth,2068.973,NA,https://assets-netstorage.groww.in/mf-assets/logos/dsp_groww.png
Baroda BNP Paribas NIFTY SDL December 2028 Index Fund Direct Growth,30.177,NA,https://assets-netstorage.groww.in/mf-assets/logos/barodabnpparibasmutualfund_groww.png
ITI Dynamic Bond Fund Direct Growth,38.8097,NA,https://assets-netstorage.groww.in/mf-assets/logos/iti_groww.png
UTI CRISIL SDL Maturity April 2033 Index Fund Direct Growth,327.104,NA,https://assets-netstorage.groww.in/mf-assets/logos/uti_groww.png
Aditya Birla Sun Life Nifty SDL Sep 2027 Index Fund Direct Growth,33.1525,NA,https://assets-netstorage.groww.in/mf-assets/logos/birla_groww.png
UTI CRISIL SDL Maturity June 2027 Index Fund Direct Growth,70.8632,NA,https://assets-netstorage.groww.in/mf-assets/logos/uti_groww.png
PGIM India CRISIL IBX Gilt Index Apr 2028 Fund Direct Growth,26.3844,NA,https://assets-netstorage.groww.in/mf-assets/logos/dhfl_groww.png
HSBC CRISIL IBX 50:50 Gilt Plus SDL Apr 2028 Index Fund Direct Growth,1875.3131,NA,https://assets-netstorage.groww.in/mf-assets/logos/hsbc_groww.png
UTI Gilt Fund Direct Growth,584.2414,5.62,https://assets-netstorage.groww.in/mf-assets/logos/uti_groww.png
TRUSTMF Banking & PSU Fund Direct Growth,134.14818131,NA,https://assets-netstorage.groww.in/mf-assets/logos/trust_groww.png
Bandhan CRISIL IBX 90:10 SDL Plus Gilt September 2027 Index Fund Direct Growth,151.6537,NA,https://assets-netstorage.groww.in/mf-assets/logos/idfc_groww.png
HSBC Dynamic Bond Fund Direct Growth,171.1005,5.86,https://assets-netstorage.groww.in/mf-assets/logos/hsbc_groww.png
Bank of India Arbitrage Fund Direct Growth,46.1001,5.21,https://assets-netstorage.groww.in/mf-assets/logos/boi_groww.png
Franklin India Overnight Fund Direct Growth,563.63523965,5.24,https://assets-netstorage.groww.in/mf-assets/logos/franklin_groww.png
Mahindra Manulife Dynamic Bond Fund Direct Growth,113.0594,6.01,https://assets-netstorage.groww.in/mf-assets/logos/mahindra_groww.png
Mahindra Manulife Overnight Fund Direct Growth,158.4928,5.3,https://assets-netstorage.groww.in/mf-assets/logos/mahindra_groww.png
HSBC Gilt Fund Direct Growth,244.9211,5.65,https://assets-netstorage.groww.in/mf-assets/logos/hsbc_groww.png
UTI Nifty SDL Plus AAA PSU Bond Apr 2028 75:25 Index Fund Direct Growth,33.5603,NA,https://assets-netstorage.groww.in/mf-assets/logos/uti_groww.png
